"","Drone_1","Drone_2","Drone_3","Drone_4","Drone_5","Drone_6","Queen_1","Queen_2","Queen_3","Queen_4","queen_5","Queen_6","Worker_1","Worker_2","Worker_3","Worker_4","Worker_5","Worker_6"
"LOC550695",74.688,93.181,75.476,85.322,88.225,81.774,72.158,68.676,67.139,63.043,61.658,76.174,74.398,88.872,80.106,74.574,73.666,82.209
"LOC408430",3.604,2.674,3.824,3.897,3.303,5.614,2.659,3.142,2.996,4.079,2.707,2.059,5.714,3.808,3.44,4.424,4.609,2.617
"LOC100576183",0.049,0.044,0,0.041,0.154,0.047,0.179,0.091,0,0,0.092,0,0.091,0.045,0.043,0,0.089,0
"LOC411985",35.542,34.481,34.447,36.16,32.967,32.61,35.658,35.605,33.926,35.972,35.96,40.984,35.416,34.293,33.655,34.124,36.957,34.285
"LOC412488",32.901,34.653,36.499,33.526,32.368,33.846,43.197,33.103,39.079,31.498,33.701,36.542,36.152,39.225,46.558,39.249,49.739,56.681
"LOC725964",17.376,14.508,12.757,20.478,15.164,9.928,6.159,11.247,6.533,8.542,5.156,5.466,12.928,9.589,8.007,14.132,9.941,5.582
"LOC725502",6.53,7.33,7.484,7.98,5.372,6.672,8.882,7.322,7.469,6.844,4.829,6.713,9.248,6.792,7.268,8.697,6.028,5.102
"LOC725174",17.008,17.232,17.893,17.602,15.814,13.563,12.169,11.598,17.064,15.212,16.046,18.646,13.281,17.11,14.558,15.09,14.615,16.688
"LOC724176",9.971,9.166,9.31,8.39,9.026,8.252,9.078,9.365,13.552,11.2,14.393,11.21,10.37,9.143,12.014,12.065,11.99,14.725
"LOC550914",198.633,242.633,154.969,158.507,217.075,198.435,262.947,187.353,238.307,218.433,265.122,179.314,196.131,212.485,236.873,210.751,223.296,246.599
"LOC725165",49.543,40.7,53.183,40.919,39.51,66.066,46.396,61.195,67.248,67.936,60.118,74.733,37.238,45.234,35.901,29.94,35.778,38.336
"LOC727239",319.78,289.152,317.441,323.598,281.644,302.178,326.397,345.058,345.57,321.048,384.108,370.999,325.668,325.151,379.602,386.85,372.508,441.841
"LOC408602",21.808,14.588,22.369,20.061,18.454,18.23,10.563,12.351,11.696,14.573,11.39,12.491,15.212,15.908,11.339,14.519,13.722,9.29
"LOC410023",44.624,51.149,38.287,39.844,43.758,38.564,39.491,46.914,47.575,41.945,42.764,38.03,42.808,38.783,41.869,43.457,38.568,37.006
"LOC413170",23.788,27.072,21.783,22.094,23.242,18.156,11.096,14.589,14.629,13.245,12.009,16.659,12.056,19.138,13.795,14.919,12.69,13.252
"LOC102655928",4.064,2.094,1.788,4.577,2.24,2.228,1.796,1.407,1.367,2.293,1.372,1.013,2.171,1.604,0.956,1.476,1.664,0.599
"LOC411237",23.832,24.072,21.939,26.029,25.623,22.137,30.301,31.111,28.213,26.226,28.587,30.399,26.372,28.933,32.19,24.99,28.937,30.842
"TRNAK-CUU_5",1.984,1.806,0,0,0,0,3.648,3.691,3.248,0,1.879,0,1.848,1.837,0,1.754,0,1.715
"LOC409138",1.247,0.834,1.63,1.506,1.37,2.755,1.325,1.069,1.85,1.418,1.218,1.253,3.339,2.056,2.54,2.583,2.892,1.566
"LOC102655522",8.314,8.797,7.239,8.305,9.854,6.911,5.475,6.271,6.714,6.761,5.107,6.806,6.593,7.074,7.273,5.561,4.4,3.884
"LOC102653687",0.052,0.023,0.025,0.153,0.02,0.075,0.071,0.048,0,0.096,0.024,0.055,0.048,0.024,0.023,0.137,0.047,0.045
"LOC100577667",22.445,14.152,20.636,16.235,18.393,18.435,18.753,15.446,16.573,24.548,18.382,16.259,30.863,17.272,17.331,28.819,25.48,14.548
"Mir3747b",10.038,1.306,9.653,8.528,9.064,5.556,14.502,12.004,11.738,10.703,12.221,7.687,9.349,6.639,8.962,5.07,11.752,12.392
"TRNAL-CAG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100577561",8.185,6.19,6.602,6.786,7.198,6.522,7.465,7.307,7.727,8.068,8.564,9.2,7.685,8.618,9.017,8.343,7.334,8.5
"LOC100577772",0.08,0.081,0.136,0.03,0.098,0.086,0.098,0.066,0.022,0.041,0.008,0.019,0.099,0.082,0.047,0.078,0.097,0.046
"LOC724455",17.974,19.773,17.949,20.166,20.757,20.646,19.014,19.666,19.335,20.854,21.93,19.764,21.624,20.697,22.991,21.946,25.444,26.188
"LOC409951",0,0,0,0,0.174,0,0.202,0,0,0,0,0,0,0,0,0.194,0,0
"LOC102653901",0,0,0,0,0,0,0.285,0.288,0,0,0.586,0,0,0,0.276,0,0,0
"LOC413919",14.911,15.931,11.806,16.505,17.319,13.805,16.909,14.132,14.285,11.893,12.249,14.322,11.741,13.937,14.741,12.473,11.951,16.342
"LOC113218604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC408570",18.936,20.157,28.255,17.079,18.185,15.842,10.675,16.336,11.719,17.123,14.779,17.267,12.598,19.768,9.884,8.313,9.475,6.294
"LOC413674",195.228,195.972,210.169,196.612,203.789,230.42,248.207,237.257,274.085,268.648,305.753,275.783,202.288,193.092,237.281,234.301,231.761,266.844
"LOC551401",71.017,84.583,65.652,92.318,103.291,82.003,73.248,88.333,53.562,53.142,53.766,60.332,110.713,176.328,133.803,119.674,106.285,122.353
"LOC725101",29.926,30.834,26.41,26.996,35.712,39.722,39.175,40.437,32.563,30.448,31.721,36.97,35.903,28.508,34.306,34.615,31.738,30.333
"LOC100576738",4.283,11.211,2.832,3.942,7.756,13.138,4.348,2.905,4.164,2.914,3.38,5.166,1.912,9.006,2.231,2.761,1.544,2.853
"LOC724508",14.183,15.777,15.176,15.954,15.429,17.075,8.953,12.542,9.035,10.437,8.654,11.297,15.35,14.335,13.02,14.876,11.097,7.38
"LOC408285",44.386,50.314,43.325,43.272,45.708,49.653,42.8,43.263,39.746,42.422,38.52,42.27,47.436,42.372,41.155,41.184,38.826,36.522
"LOC411827",64.064,57.345,80.196,65.425,59.306,80.495,60.954,66.097,66.501,71.842,61.364,68.825,81.617,64.968,61.636,64.575,67.871,47.183
"LOC409406",583.667,487.524,557.771,601.532,532.215,604.522,560.629,552.836,515.045,547.427,519.723,529.975,547.557,532.76,491.388,529.177,475.484,544.599
"LOC102656232",0.588,0.688,1.05,0.286,0.597,1.058,0.309,0.469,0.069,0.157,0.557,0.27,0.704,0.856,0.675,0.594,0.153,0.363
"LOC100577410",0.83,0.697,1.596,0.813,1.311,1.793,0.939,0.95,0.627,1.072,0.121,1.369,0.476,0.827,1.083,0.79,0.698,0.827
"LOC725037",6.62,5.749,5.387,5.625,4.909,5.524,10.3,6.158,8.921,7.792,7.909,6.77,8.917,6.79,11.367,8.822,11.408,11.442
"LOC413362",4.085,3.262,3.446,5.297,4.36,6.247,7.774,6.266,5.866,3.811,5.022,4.61,6.808,4.446,6.014,5.321,4.829,5.945
"LOC551956",277.33,305.57,264.561,260.345,286.33,287.125,314.35,230.217,232.773,277.945,277.446,248.701,228.688,234.533,203.258,228.24,231.111,263.428
"LOC410636",293.064,273.796,281.62,261.665,315.032,302.633,377.914,270.022,267.971,305.412,301.724,267.16,266.019,250.847,219.06,290.283,278.514,293.949
"LOC413467",19.116,17.337,18.172,21.387,20.927,23.038,22.203,19.002,23.174,21.715,17.342,19.165,17.941,16.146,14.722,20.056,16.411,18.853
"LOC413296",7330.217,8165.047,7990.936,7728.987,6862.918,7388.005,6673.734,9121.686,7683.075,8115.579,7532.186,8451.982,7884.067,7648.919,6299.702,8441.49,6897.325,6794.623
"LOC410791",299.596,191.014,261.081,318.387,206.924,355.106,190.739,234.041,225.325,217.12,236.573,245.427,274.247,220.016,234.01,235.865,278.184,214.479
"LOC113219390",1.684,1.193,0.72,1.113,3.548,1.269,2.236,1.218,0.46,2.269,1.418,2.809,1.394,2.599,0.835,2.481,1.363,0.97
"LOC409854",3090.341,3075.597,2859.76,2705.406,2602.761,2736.989,1902.346,2126.029,1970.097,2383.134,1930.511,1945.631,2570.061,2386.584,2153.005,2333.915,2074.082,1870.937
"LOC551718",152.513,132.718,141.775,150.273,140.778,153.907,194.781,147.03,146.622,153.872,149.574,160.216,136.546,142.749,136.695,147.656,142.223,164.5
"LOC410054",135.595,158.936,138.83,153.422,147.629,115.175,114.537,142.075,124.225,129.275,116.35,152.374,100.495,129.398,108.403,97.698,95.852,119.976
"LOC412409",143.343,153.632,151.171,150.661,146.823,144.434,220.048,189.336,199.033,179.211,221.654,220.176,132.052,146.854,135.712,155.494,144.129,173.988
"LOC551323",343.271,339.039,533.192,414.707,370.135,560.564,371.341,302.272,308.501,682.685,422.571,311.382,412.722,347.698,233.865,293.252,376.15,202.912
"LOC726150",1.159,0.953,1.186,0.699,0.561,1.231,0.619,0.695,0.857,1.57,0.85,0.962,1.219,1.142,1.001,0.958,1.089,0.485
"LOC113219122",0,0.095,0.1,0.178,0,0,0,0,0,0.39,0.099,0,0.097,0,0,0.369,0,0.09
"LOC100577019",0.312,0.284,0.618,0.447,0.4,0.661,0.161,0.254,0.399,0.455,0.129,0.188,0.563,0.379,0.365,0.706,0.799,0.253
"LOC411563",65.797,58.824,71.558,63.064,56.28,62.703,51.998,54.466,55.752,64.59,59.884,59.499,72.913,59.478,65.433,62.681,64.409,64.416
"LOC552362",77.686,72.422,72.768,72.988,77.066,65.634,65.15,69.665,55.47,73.202,62.26,71.153,71.635,68.342,54.27,67.706,65.943,62.179
"LOC410040",92.643,96.933,84.744,100.882,77.707,75.142,62.866,89.025,72.402,80.159,69.643,100.65,65.443,95.594,69.841,76.226,61.436,60.675
"LOC113218750",1.716,1.671,1.611,1.831,1.45,1.159,1.467,1.522,1.437,1.712,0.605,0.813,1.375,2.253,1.389,1.587,0.945,0.965
"LOC410132",49.622,43.873,45.214,48.745,45.589,45.856,55.14,47.428,49.789,47.086,52.54,49.081,49.675,49.444,51.048,47.313,49.754,64.608
"LOC408438",22.087,21.666,25.091,19.443,18.112,17.043,8.938,15.01,13.353,13.078,12.722,16.759,16.896,22.809,15.935,15.415,16.342,11.375
"LOC102656276",8.547,4.323,7.002,5.245,8.504,7.819,8.004,7.509,8.163,7.679,10.942,6.788,9.435,6.009,11.871,8.114,4.612,6.019
"LOC414022",69.267,70.805,80.336,76.931,67.252,72.498,47.047,62.13,58.113,63.401,52.007,66.15,62.527,66.495,54.284,62.449,50.251,52.772
"LOC724193",35.449,27.55,33.003,36.798,27.36,29.459,50.634,35.554,39.659,33.888,43.397,40.925,33.353,30.683,42.75,37.509,34.481,51.948
"LOC725678",45.571,47.646,50.976,40.787,50.112,59.465,58.93,44.401,65.864,53.871,64.412,54.077,58.819,52.714,60.488,47.332,61.695,79.936
"LOC102656214",4.838,4.26,7.398,5.458,4.826,10.141,10.865,11.952,13.245,7.77,7.361,12.245,7.831,6.83,8.71,8.132,8.451,9.665
"LOC412522",14.069,17.989,22.781,19.425,20.762,16.733,25.679,25.018,20.409,19.206,21.454,20.407,20.234,20.498,19.026,20.025,18.464,18.596
"LOC727405",14.524,9.678,11.774,11.818,11.658,11.016,12.811,9.554,13.734,12.929,13.899,10.326,16.581,10.958,22.961,16.46,16.515,21.097
"LOC102654496",49.765,72.027,47.447,43.908,59.822,51.704,11.536,27.299,25.069,34.524,37.257,30.553,58.236,46.079,48.608,45.114,52.484,51.83
"LOC412480",58.447,51.274,53.228,49.056,56.223,52.55,107.826,72.667,91.729,74.873,105.075,70.478,73.245,63.974,100.45,82.394,91.528,101.803
"LOC724613",58.272,49.436,69.812,59.79,53.074,61.433,24.981,42.969,30.122,41.299,27.214,30.957,52.689,51.454,34.576,44.342,37.437,15.047
"LOC552467",47.458,52.957,45.91,63.009,58.671,51.086,59.159,62.398,53.408,44.629,40.429,51.64,43.808,48.486,51.933,48.369,42.144,43.746
"LOC113219298",0,0,0,0,0,0,0,0,0,0,0,0,0.173,0,0,0.082,0,0
"LOC113218979",2.767,1.12,2.07,0.523,1.944,0.596,1.696,0.572,0.503,0.574,1.165,0.989,2.005,0.854,0.549,1.631,0.84,1.329
"Mir3801",2.069,0,0,0,0.817,1.002,0,0,0,0,0.98,1.109,1.927,0,1.847,0,1.884,0.894
"LOC410545",51.428,52.728,48.434,52.488,50.22,52.387,46.118,46.543,47.538,46.975,45.666,44.412,47.741,47.605,45.512,44.628,43.232,39.042
"LOC550998",28.471,25.439,29.077,30.038,24.495,41.936,25.094,17.072,19.647,22.666,14.985,22.011,27.45,28.923,27.941,24.489,24.642,30.147
"LOC726654",10.396,7.863,8.459,8.833,7.393,11.696,3.125,3.199,3.568,4.999,3.332,3.001,6.853,7.109,4.641,5.832,4.989,2.523
"LOC102653963",0.116,0.37,0.056,0.099,0.229,0.169,0.053,0.108,0.095,0.216,0.11,0,0.108,0.054,0.311,0.154,0.264,0.15
"LOC100578309",3.274,2.039,1.574,2.342,1.77,1.836,1.663,2.084,0.987,2.01,1.795,1.663,1.043,1.117,1.077,1.828,1.961,1.415
"LOC102654206",0,0.157,0,0.073,0.204,0,0.079,0.16,0,0.241,0,0,0.08,0.159,0.23,0.076,0.078,0
"LOC113219053",0.419,0,0,0,0.331,0,0.193,0.195,0,0,0,0,0,0.388,0,0,0,0
"LOC552170",67.498,77.212,70.819,65.964,74.132,70.338,61.585,75.931,64.309,69.28,69.544,73.024,68.687,71.982,62.001,61.47,57.736,66.211
"LOC107965360",0.894,1.628,0.287,1.266,0.471,0.577,0.548,1.663,0.244,0.556,0.564,1.597,1.11,0.828,0.798,1.054,2.171,0
"Rpn1",158.53,167.065,145.369,154.222,162.495,139.411,204.965,187.48,217.877,181.654,219.545,188.29,162.863,185.737,209.108,168.417,176.374,237.987
"LOC102655807",0.66,0.761,0.55,0.784,0.591,0.554,0.808,0.491,0.684,0.492,0.333,0.283,0.491,0.57,0.707,0.622,0.641,0.988
"LOC100578253",73.315,86.312,73.788,81.471,75.128,79.825,56.184,60.974,57.702,58.318,49.519,61.39,54.577,67.022,53.341,56.403,48.807,51.042
"LOC100578664",3.727,9.202,8.742,4.893,8.254,8.641,5.139,6.145,5.2,8.876,6.63,5.357,8.94,6.77,4.613,4.791,6.684,4.465
"LOC113219408",0,0.433,0.152,0.135,0,0,0,0,0.13,0,0.15,0.17,0,0.147,0.424,0,0.289,0.137
"LOC102656835",0.213,0.097,0.102,0.045,0,0.052,0.098,0.05,0.044,0,0,0,0.199,0.049,0.048,0,0,0
"LOC411890",218.15,226.607,235.937,260.216,197.582,202.767,208.801,248.622,224.557,210.916,210.422,255.295,189.694,214.618,210.256,194.082,174.841,206.858
"LOC107965212",9.351,6.758,7.026,7.3,5.311,7.982,6.072,3.642,5.933,8.016,6.199,4.324,8.982,5.79,4.957,8.162,9.314,7.526
"LOC412705",23.652,23.303,19.629,23.261,21.633,26.204,27.107,20.945,28.91,21.915,23.472,24.316,22.935,24.15,21.551,28.638,24.637,28.981
"LOC552665",126.927,146.093,130.148,128.274,137.27,125.865,164.481,162.399,162.959,143.572,166.354,158.51,139.916,146.382,149.236,146.026,134.735,142.311
"LOC551249",3.991,3.988,3.415,4.514,4.301,3.791,2.311,3.255,2.355,2.321,2.479,1.945,3.766,2.712,2.221,2.497,3.375,2.352
"LOC411814",2.919,4.117,3.084,3.213,3.995,2.827,2.117,3.671,3.567,1.994,1.869,5.201,2.527,3.73,4.111,2.071,4.305,4.121
"LOC552674",18.493,17.86,16.654,22.136,18.931,21.821,20.243,19.055,19.822,19.398,16.69,16.541,22.601,15.468,25.223,22.757,21.958,21.589
"LOC551354",55.951,58.277,56.684,53.603,58.764,61.554,101.821,65.751,59.561,72.179,64.976,66.651,52.757,41.573,38.442,55.967,50.952,62.283
"TRNAF-GAA_1",0,0,1.908,5.057,0,1.922,1.824,0,4.872,3.702,0,0,0,0,0,3.507,1.807,0
"LOC113219273",0.247,0.338,0,0.315,0.293,0.24,0,0.345,0.405,0.346,0.586,0.133,0.115,0.229,0.331,0.328,0.338,0.321
"LOC550885",32.226,32.738,33.308,34.567,35.805,31.763,51.262,44.304,42.858,36.59,43.18,43.973,37.013,39.902,45.183,41.139,39.114,41.53
"LOC100576517",0.85,0.802,0.847,1.064,0.965,1.003,0.753,0.963,0.899,0.938,0.747,0.762,1.253,1.088,1.242,1.23,0.634,0.387
"LOC725429",16.994,17.879,17.977,18.129,13.875,18.838,23.262,19.496,20.558,17.441,24.318,21.256,13.894,19.757,22.085,20.028,22.182,27.741
"LOC113218697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC113218795",0.26,0.095,0.2,0.265,0.37,0.303,0.191,0.048,0.128,0.146,0,0.112,0.339,0.096,0.279,0.184,0.19,0
"LOC107964462",0,0.837,0,0,0,0.445,0,0,0,0.429,0,0,0,0,0.821,0,0,0
"LOC113219419",1.931,1.758,0,0,0,0,0,0,0,0,0,0,0,0,1.724,0,0,0
"LOC726648",0.876,0.598,1.37,1.21,0.433,1.91,0.504,1.63,1.614,1.022,0.83,0.822,1.224,1.217,1.272,0.968,0.798,1.704
"LOC551769",164.164,143.017,139.882,138.728,150.582,159.375,277.107,199.955,219.835,217.065,258.138,187.791,143.84,137.377,139.574,181.069,177.921,192.659
"LOC411609",47.967,64.281,58.797,59.594,53.222,37.743,15.013,19.417,15.494,17.485,14.672,15.219,42.084,39.088,31.395,32.392,29.149,24.135
"LOC724227",4.891,6.886,2.308,3.925,4.58,1.93,0.958,0.59,1.149,0.887,0.986,1.699,3.417,5.954,2.345,3.282,3.052,1.644
"LOC100578593",0.344,0.731,1.434,0.585,0.725,0.555,0.527,0.96,0.188,0.749,0.109,0.492,0.107,0.106,0.41,0.101,0.104,0.595
"LOC551710",229.527,226.923,216.061,213.051,241.811,219.709,361.905,247.376,257.489,273.357,301.846,266.182,222.314,234.177,218.011,239.449,265.442,301.639
"Mir9884",92.008,89.973,103.227,92.65,90.201,99.021,37.596,77.659,66.949,81.072,29.043,67.589,106.328,80.46,77.584,96.384,71.374,23.56
"LOC551794",75.741,92.3,85.07,80.316,87.218,98.954,107.42,83.923,90.199,88.924,81.362,88.128,88.957,82.816,79.331,87.359,91.43,104.866
"LOC412235",29.906,33.886,31.208,33.731,32.762,28.334,27.555,30.611,31.216,29.668,34.751,31.993,30.409,32.225,38.127,32.724,30.92,39.784
"LOC113218591",0.575,0.465,0.737,1.086,0.606,0.433,0.587,0.535,0.941,0.954,0.484,0.616,0.476,0.414,0.513,0.452,0.931,0.497
"LOC100576683",8.891,9.751,8.505,9.648,12.23,10.218,12.536,16.282,14.178,11.711,12.716,11.532,9.074,8.403,7.053,8.672,6.796,4.18
"Uqcr11",154.273,91.153,86.895,75.703,104.484,87.217,287.722,115.971,187.112,179.475,224.802,122.868,176.535,145.178,209.701,175.597,207.865,243.524
"LOC724672",38.012,37.482,39.426,45.294,35.856,36.083,42.238,41.436,40.273,40.374,39.728,44.217,34.151,36.511,38.768,38.077,35.998,37.314
"LOC408866",32.143,29.543,32.791,31.983,32.061,34.626,60.845,41.551,50.224,38.085,47.278,44.813,30.394,32.818,39.501,33.164,36.561,47.055
"LOC107965289",0,0,0.25,0.331,0.308,0,0,0,0.106,0.121,0,0.139,0.121,0,0,0,0,0.112
"LOC725366",32.318,31.368,18.814,32.904,34.346,16.298,6.446,10.745,6.778,8.784,5.817,5.512,13.371,17.435,9.837,13.397,10.823,7.559
"LOC100577453",3.019,1.917,2.43,2.326,2.274,2.788,1.162,1.828,1.896,2.489,0.997,1.204,3.204,2.21,2.633,2.792,2.429,2.669
"LOC409130",195.742,197.105,212.644,185.846,208.46,194.367,181.744,181.378,173.434,215.357,196.389,181.845,185.514,187.326,153.434,192.676,199.734,192.906
"LOC413083",0,0,0,0,0,0.06,0,0,0,0,0.058,0,0,0.057,0,0,0,0
"LOC413968",54.698,48.711,54.645,53.379,48.429,53.187,30.496,32.479,34.482,35.812,28.469,37.072,36.34,47.014,32.424,35.275,32.815,24.11
"TRNAG-CCC",6.119,11.143,5.885,8.666,6.447,1.976,5.626,22.769,21.707,9.516,15.453,4.374,15.199,3.777,16.391,14.424,9.288,3.526
"LOC100578965",1.075,1.054,0.557,0.984,1.961,0.801,0.532,0.769,0.812,0.463,0.783,0.177,2.003,0.613,1.92,2.559,1.883,0.786
"LOC410856",64.832,48.369,45.903,52.922,50.905,52.445,101.524,63.428,78.149,68.747,83.079,58.705,77.922,58.522,85.598,77.364,86.38,87.605
"LOC409056",4.888,5.024,5.383,5.225,5.046,6.567,5.871,6.307,6.776,5.296,4.106,3.55,7.784,4.964,5.772,6.899,8.903,6.132
"Or12",1.071,1.463,0.103,1.092,1.862,0.311,0.197,0.299,0.175,0.2,0.304,0,0,0.198,0,0,0.39,0
"LOC100577082",4.219,3.306,3.326,3.232,3.47,2.914,2.734,2.412,2.548,3.001,3.013,2.447,4.187,2.882,2.13,3.912,2.992,3.198
"LOC102656160",0,0,0,0,0,0,0,0,0,0,0,0,0.288,0,0,0,0,0
"LOC552601",37.662,36.488,29.671,32.186,33.489,34.139,46.436,36.359,44.043,40.157,58.956,41.084,35.692,34.059,43.037,40.567,38.696,45.359
"LOC724399",10.502,12.111,7.502,8.328,12.25,11.141,17.196,17.397,19.732,12.411,16.575,12.332,15.464,14.725,23.664,16.709,12.843,16.25
"LOC113219324",0,0,0,0,0,0.505,0,0,0,0,0,0,0,0,0,0,0.237,0
"LOC408578",44.34,41.452,47.868,42.076,45.908,45.169,47.013,39.901,40.052,38.198,39.173,38.158,44.543,37.674,41.636,44.973,48.887,53.002
"LOC412059",56.307,59.473,58.024,66.459,57.89,55.204,43.533,58.373,53.742,50.444,50.635,56.335,57.951,58.273,62.294,55.152,47.17,40.225
"LOC409634",46.982,45.519,53.731,47.921,43.732,54.01,32.353,40.162,38.861,45.134,32.788,43.383,55.621,47.933,38.213,44.857,45.426,35.621
"LOC412825",117.756,146.571,75.474,125.232,159.99,203.696,67.744,66.674,72.376,74.303,43.044,79.37,31.953,154.603,29.745,48.026,21.012,18.486
"LOC102656523",0.403,0.996,0.83,0.342,0.91,0.669,0.635,0.964,0.283,0.591,0.763,0.37,0.322,1.332,0.308,0.407,0.786,0.298
"LOC410769",530.609,529.547,505.666,533.718,534.274,462.332,374.351,403.094,364.188,418.116,326.189,404.275,406.165,438.155,311.076,357.462,314.527,252.373
"LOC100577113",29.727,20.28,19.111,22.514,22.769,15.8,16.672,22.799,21.691,15.992,18.271,18.466,25.683,24.842,19.592,25.031,24.884,14.957
"LOC725905",24.056,22.8,22.896,19.6,21.249,22.225,29.375,26.392,31.507,26.472,32.242,27.907,26.772,22.617,30.84,26.932,28.647,27.399
"LOC411582",45.968,45.204,43.591,41.434,42.646,36.866,38.108,42.346,35.659,40.641,38.972,46.808,32.934,41.199,35.297,39.328,32.603,37.647
"LOC552383",18.882,21.976,24.523,16.539,22.302,22.06,35.435,28.065,29.48,20.704,32.628,24,29.916,22.17,34.586,30.97,31.376,36.506
"LOC726067",20.126,21.122,21.362,19.761,21.54,19.607,28.422,18.451,22.553,20.671,22.959,19.961,28.038,22.126,29.31,26.915,30.476,34.386
"Or4",0.75,0.598,0.09,0.08,0.889,0.091,0.345,0.087,0.077,0.088,0.089,0,0,0.087,0,0.166,0.171,0
"LOC100576779",0.601,4.928,0.694,0.102,4.752,0.35,0.111,3.021,0.394,0.673,0.342,0.129,0,1.671,0,0.106,0.548,0.208
"LOC113218830",0.157,0.072,0,0,0,0.076,0.072,0.073,0,0.073,0,0,0,0,0,0.069,0,0
"LOC102654437",0.449,0.409,0.346,0.611,0.213,1.306,0.909,0.251,0.221,0.168,0.341,0.386,0.419,0.166,0.241,0.397,0.246,0
"LOC408298",107.202,80.674,94.948,111.382,116.263,120.142,68.808,70.669,72.818,80.343,65.994,63.615,94.897,92.333,76.007,85.718,79.467,55.505
"LOC409923",14.095,22.046,22.051,18.469,19.036,15.014,10.26,19.793,14.641,16.145,12.131,18.061,17.769,21.204,12.256,11.458,19.99,10.675
"Mir279d",1.766,0,5.095,0,0,0,1.624,0,0,3.296,0,0,0,1.635,0,0,1.608,1.526
"LOC725572",121.911,126.264,122.688,122.851,131.236,140.966,202.224,142.186,163.232,171.931,198.673,156.539,136.434,115.068,134.579,157.873,173.196,204.385
"Mir3771",0,0,0,1.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100578584",5.016,6.005,3.975,6.078,5.212,4.319,3.075,3.802,4.487,4.507,3.959,3.436,4.845,4.344,5.267,3.818,3.638,3.773
"LOC551531",62.645,65.046,69.511,73.875,60.135,62.454,83.984,76.979,79.88,71.934,86.256,91.535,59.617,65.135,72.626,71.112,64.059,79.67
"LOC409851",71.086,96.098,62.214,70.646,69.671,52.926,40.005,53.298,50.549,45.018,41.409,61.509,36.315,80.514,39.747,40.999,37.729,45.175
"LOC410710",55.93,57.753,57.663,47.901,62.247,49.761,49.601,47.995,51.316,39.258,45.857,48.395,54.041,60.153,61.336,50.293,65.11,69.116
"LOC113218576",82.041,111.735,112.224,61.312,80.7,91.628,72.04,124.591,100.19,96.693,94.021,117.217,58.168,71.779,66.073,53.868,55.652,75.387
"LOC100576694",0.206,0,0,0,0,0,0,0,0,0.192,0.195,0.221,0,0,0,0.182,0,0
"LOC411420",5.336,5.238,6.094,7.155,6.325,6.38,4.599,4.886,4.027,6.69,3.869,3.218,5.203,4.015,3.648,6.78,3.872,4.828
"LOC411316",0.129,0.313,0.413,0.219,0.136,0.665,0.316,0.239,0.246,0.28,0.406,0.276,0.28,0.596,0.115,0.038,0.352,0.223
"LOC409536",125.688,129.17,113.481,136.326,140.943,135.067,71.463,118.768,88.322,109.611,87.5,84.732,146.576,119.593,100.012,137.064,107.541,62.975
"LOC727652",5.048,3.846,4.958,3.529,4.328,4.058,6.748,4.529,5.95,5.445,6.001,4.683,6.57,5.47,7.384,5.57,7.173,6.436
"LOC102656444",3.316,2.797,3.329,3.977,4.816,4.912,6.725,5.352,6.946,3.685,6.419,4.444,6.722,4.064,9.665,6.207,5.373,5.605
"LOC551842",20.832,17.564,17.072,19.085,18.106,16.581,19.735,18.029,14.236,18.929,17.926,23.403,15.185,16.773,14.879,16.492,14.104,17.221
"LOC413547",54.027,47.557,50.003,54.374,50.236,53.024,58.233,52.42,50.139,50.35,51.388,51.459,59.273,52.07,55.592,54.613,53.222,51.489
"LOC113219159",0.127,0,0.489,0.054,0.05,0.308,0.175,0,0.052,0,0.06,0,0.118,0.177,0.114,0.056,0.637,0.44
"LOC410348",33.775,33.898,38.012,38.445,38.383,35.657,26.684,29.582,28.468,27.38,25.311,28.449,34.408,34.356,33.012,31.538,30.992,25.614
"LOC107964233",1.546,1.671,0.836,0.985,1.374,1.404,1.244,0.629,0.633,0.721,1.098,0.414,0.72,0.716,0.604,1.025,0.176,1.085
"LOC411927",35.675,38.477,34.404,38.319,41.001,47.022,49.011,37.614,48.866,39.146,47.603,39.66,47.765,34.909,55.65,51.509,49.1,60.874
"LOC100577348",6.156,3.103,5.92,6.398,4.473,10.541,4.295,3.783,5.084,5.846,3.071,5.245,8.293,6.26,7.214,8.259,6.807,4.893
"LOC100578386",8.743,6.072,7.677,7.781,6.608,7.565,9.341,7.586,10.382,7.738,9.457,7.632,7.918,5.504,8.392,7.667,7.962,8.9
"LOC100577797",7.127,4.672,3.564,1.696,7.659,5.799,12.057,7.16,9.568,6.916,15.119,7.641,10.622,8.447,12.727,10.332,10.385,11.58
"LOC102654289",14.281,9.469,7.762,11.474,9.199,7.668,4.995,7.653,9.149,6.083,7.35,6.99,4.482,2.443,4.574,4.802,4.806,7.378
"LOC102656657",15.487,14.361,12.686,13.645,14.843,15.139,21.489,14.272,19.016,23.947,20.64,16.911,19.232,13.145,15.363,17.998,25.463,23.793
